V(Volt),WFR(mm/s),WS(mm/s),NPD(mm),H(mm),P(mm),W(mm)
37,23,11,20,1.929862786,5.146007396,10.83871974
34,23,8,25,2.319551488,4.255180331,12.68325705
41,23,8.5,29,2.022969061,4.995228835,13.02970468
37,30,5.5,29,3.225106174,3.781221515,16.30093012
30,16,8.5,30,1.84194011,4.647984182,10.91960134
38,32,8,29,3.145751394,4.443118425,14.30528678
34,30,9.5,26,2.922223607,4.469650854,11.89397535
41,18,7,22,2.391257545,4.521606867,13.82359934
39,26,10,25,2.093557146,4.986599139,12.1302725
35,16,11,27,1.673777457,3.747739637,9.551555188
41,23,5.5,27,2.375791343,4.270509917,16.08117632
34,23,10.5,21,2.03616731,4.552491428,10.84912061
40,25,8,24,2.308009152,4.691294126,14.19207669
39,32,8,26,3.158933793,4.368600659,14.88114819
30,19,10,23,1.879270868,3.719994948,10.4978254
39,32,9.5,27,2.877237163,4.87544525,13.17793916
40,25,7.5,23,2.383937294,4.579758547,14.79020051
32,24,7,24,2.65375642,3.933952845,13.33755645
37,24,6,30,2.428059929,4.68817882,14.66990544
37,27,9.5,24,2.380363228,4.757946035,12.42972176
32,24,10.5,29,1.838459314,4.46990054,10.36429642
31,17,9,20,2.109467596,3.763913139,11.15448928
36,19,9,23,2.073558415,4.294773815,11.67700828
35,22,5,30,2.463869044,4.732721866,14.72310688
34,31,7.5,27,3.439492148,3.998368526,13.76881059
36,32,5.5,30,3.65965812,3.677421182,16.16341864
36,17,6,20,2.461922561,3.956719484,13.90984336
31,32,10.5,27,3.306379333,4.399452112,10.27850371
35,30,10,29,2.625089391,4.756738105,11.46854092
39,23,9.5,29,1.879377663,4.911996533,11.85564503
38,31,7.5,29,3.047552288,4.36780629,14.70308703
41,18,6,21,2.45567975,4.332698764,14.85066122
30,32,6,30,4.192602519,3.872574416,13.81473531
41,20,8.5,20,2.216449316,5.064715289,13.14940944
36,23,10,26,1.920594036,4.543927418,11.252017
36,31,5,30,3.522504543,3.637793225,16.53108828
32,31,10,20,3.413128652,4.694511702,11.3185129
30,19,11.5,24,1.531151732,3.478413414,9.514473155
36,19,7,24,2.292674162,4.198378336,13.2022483
34,29,10,25,2.689531236,4.553422415,11.45047717
33,30,8,20,3.469112255,4.130279957,13.4876276
31,32,10.5,21,3.584542849,4.60598215,10.53731986
37,29,11.5,25,2.208484843,5.100331479,10.6222964
37,17,9,21,2.18436982,4.32579373,11.52440958
35,30,5,25,3.543225806,3.030393324,16.61641984
31,16,5,26,2.437557718,4.286547664,13.29275279
30,30,10,20,3.373183031,4.426010647,10.85417273
40,21,10.5,27,1.760572823,4.778724401,10.8959222
36,27,6.5,26,2.810078325,4.001136312,14.88909994
36,16,8.5,22,2.243757613,4.097674749,11.57353932
35,22,8.5,21,2.269641785,4.381809775,12.55961237
34,22,10,23,1.995028053,4.321098751,11.07230058
34,19,6,25,2.379111792,4.106634045,13.62827156
30,21,9.5,22,2.116290653,3.898104949,10.99211672
33,17,5,30,2.358493383,5.151840239,13.39805695
30,23,10,26,2.031169888,4.093297116,10.5875969
30,19,9.5,22,2.005847783,3.762500339,10.86091647
30,26,7.5,22,3.014134305,3.774089515,12.82289061
32,21,9.5,24,2.017129614,4.074062755,11.10915662
34,32,10,27,3.168095006,4.558505463,11.42261162
32,32,7.5,27,3.842244195,3.831899531,13.26210501
32,20,6,28,2.36253981,4.531309995,13.28240522
41,19,9,20,2.198575157,5.084328147,12.43688533
36,18,9.5,29,1.828834421,4.501773338,10.79425024
41,21,5.5,24,2.383162004,4.155620551,15.87542405
39,17,5.5,20,2.510029089,4.070597725,14.78727054
39,18,7.5,28,2.210709052,4.693984722,12.59595232
40,26,9.5,30,1.984959993,5.118041018,12.40291892
36,20,9,20,2.15046957,4.528254701,12.03417974
30,27,10,24,2.643055582,4.161710092,10.71524171
30,26,7.5,23,2.982804886,3.803352017,12.76062381
37,22,8,22,2.272058529,4.444301241,13.24077945
31,26,6,28,2.984464861,4.134719065,13.84930749
40,32,5,29,3.366275354,3.339132142,18.17084141
40,24,5.5,24,2.482545849,3.948560698,16.46302922
37,29,5,20,3.272249181,3.124333185,17.6846372
30,32,8.5,24,3.973504832,3.827600844,11.98144004
39,23,11.5,23,1.729646933,5.068438304,10.45979583
30,17,11.5,24,1.496399076,3.223018773,9.435341331
30,17,8,24,2.132009134,3.846989529,11.56756067
37,18,8,25,2.182161547,4.338718711,12.23868383
38,30,6.5,25,3.125275354,3.818822525,16.00649817
32,25,11,28,1.876820401,4.376617867,10.05463395
34,25,5,29,2.779656889,4.225244387,15.15160365
41,22,7.5,27,2.180244042,4.731309254,13.91742765
37,32,5,27,3.695499411,3.019672497,17.36439395
40,32,9.5,30,2.694619597,5.042398221,13.18527664
37,27,6.5,28,2.702815146,4.246301687,14.94395511
35,20,8,30,2.012950338,4.877596955,12.05737219
37,26,7,25,2.60574893,4.183775417,14.5909435
30,22,11,22,1.899726771,3.919516193,9.966413127
30,22,7,20,2.639328244,3.726874587,13.03041771
33,30,9,30,2.92486634,4.650949287,11.88322595
35,22,11.5,25,1.624944589,4.313512129,9.897356145
38,27,10.5,23,2.196978983,5.135962653,11.7261591
39,32,7.5,20,3.371410408,4.497260601,16.05505649
35,25,6,23,2.75524579,3.744182616,15.07886654
39,25,7.5,24,2.399219168,4.471526755,14.47233098
37,23,8,24,2.272176118,4.429729682,13.25434112
30,26,8.5,22,2.851410906,3.968865432,11.99945077
31,26,10,21,2.556733737,4.33132348,10.99038178
39,30,8,25,2.85953268,4.473153583,14.70718717
35,28,11,23,2.356265783,4.884671546,10.78554852
31,27,7,24,3.120202809,3.757855469,13.39891496
41,27,6,22,2.64305848,4.049386362,17.18214295
37,25,10,23,2.135385802,4.828590019,11.80271913
34,22,5,26,2.577133324,3.94520552,14.91071029
30,23,8,27,2.373958657,4.274874404,11.96543616
33,32,6.5,25,3.969700771,3.36245483,14.69116806
38,24,8.5,30,2.063538678,4.952976486,12.6699518
35,25,11,30,1.711112829,4.743343765,10.30540343
38,16,7.5,21,2.415822137,4.267692899,12.59174979
31,19,8.5,28,1.964698722,4.381335993,11.35239262
31,18,10,23,1.85926123,3.716372514,10.47585313
41,32,6,29,3.174910184,3.827904436,17.39406755
31,24,6.5,27,2.680703911,4.175924806,13.33117671
38,29,8,21,2.881686049,4.61706401,14.67073029
34,20,11.5,23,1.637546793,4.065961083,9.739963983
34,26,6.5,28,2.742544264,4.24862316,14.09878325
32,32,6.5,28,3.975062231,3.651645612,14.12210369
32,16,9,28,1.885699561,4.180599483,10.7476916
31,19,9.5,25,1.899244534,3.922777174,10.821088
36,31,9,21,3.216568848,4.742338328,13.29363366
30,18,6.5,20,2.443136663,3.646353421,12.91569714
35,21,7,30,2.183666172,4.908593043,12.96840769
38,18,6,24,2.402119121,4.181094843,14.07007713
32,22,7,20,2.563885126,3.875177003,13.38474734
33,19,6.5,20,2.433605482,3.848288201,13.49201314
41,20,6,26,2.342305454,4.431082243,14.88674086
40,24,6.5,23,2.420569671,4.280704766,15.57411005
31,25,7,22,2.88085463,3.754974648,13.37719056
41,23,6.5,29,2.258238574,4.735039687,14.89489726
36,29,8.5,26,2.802114399,4.429631329,13.2295165
31,25,9,20,2.63667968,4.212357862,11.82967943
39,27,10,20,2.328241897,5.555073744,12.63388157
37,21,11.5,29,1.447534097,4.45789998,9.773543063
33,24,8,29,2.302571636,4.631616913,12.37664885
41,19,11,22,1.903505394,4.994428772,10.48047441
31,26,6.5,28,2.911676029,4.212953277,13.44643732
31,16,7,26,2.223054481,4.186189442,12.0239857
33,16,9,26,1.983101881,3.98367283,10.85923943
35,23,7,27,2.373677414,4.36784036,13.52815942
35,19,8.5,30,1.925892767,4.80911512,11.5417167
38,20,11.5,27,1.549835244,4.389910251,9.784598191
34,23,9.5,21,2.207566797,4.458429473,11.68483579
31,26,5.5,27,3.08121391,3.855136668,14.33778622
36,16,9.5,23,2.090737454,4.030347507,10.77571796
34,20,11.5,30,1.337085158,4.222387214,9.536200127
30,25,10.5,27,2.104153811,4.21119486,10.23048717
38,27,11.5,23,2.007395982,5.295420306,10.76035036
31,28,5.5,24,3.495528016,3.24622053,14.79356619
31,32,7.5,23,4.087796813,3.555511723,13.26658781
32,32,11,24,3.246742524,4.596802426,10.17225064
33,30,11.5,30,2.342375007,4.761489976,9.734731678
37,26,10.5,28,1.94883535,4.827393563,11.15553055
38,27,8.5,20,2.588156937,4.930416652,13.94980997
31,26,10,30,2.16802611,4.652028877,10.63165799
34,31,7,28,3.486225199,3.957118742,14.16476741
36,26,9,29,2.226375382,4.758986186,12.24782008
37,31,5,27,3.502019139,3.162180484,17.20487965
34,20,9.5,27,1.865461975,4.310269903,11.04582549
36,16,5.5,20,2.52451743,3.85668523,14.06221736
38,24,5.5,25,2.542838415,3.909851198,15.86493796
38,32,5,25,3.634681066,2.875774202,17.96381202
38,32,5.5,21,3.655544811,3.141871011,17.89043375
33,19,9,23,2.055792167,4.035540129,11.40488607
30,29,8.5,26,3.225936143,4.059326277,11.86327191
37,26,8,27,2.418855906,4.520941342,13.47910048
30,25,5,22,3.180420215,3.159171653,14.82077557
34,26,8,28,2.516346859,4.470969424,12.81331918
31,31,8,27,3.617936843,3.996472989,12.50585926
41,32,5.5,27,3.267335779,3.406191943,18.21583004
37,23,6,27,2.432914496,4.269262638,14.76446869
31,20,5,29,2.468657317,4.749777829,13.76126903
31,28,9,22,3.025477058,4.148959913,11.84817735
32,29,5,20,3.733903517,2.784738348,16.0403245
30,19,6.5,23,2.415805184,3.81432758,12.86056848
33,31,9.5,30,3.01264273,4.666133031,11.46693891
31,31,11,26,3.011106026,4.428954885,9.916389097
30,31,9,25,3.593917034,4.021132548,11.48756042
37,16,8,25,2.266723334,4.245111835,11.81142629
30,31,6.5,29,3.904695444,3.918708157,13.4208126
41,20,9,30,1.941110822,5.029010833,11.85414115
30,16,8.5,28,1.917939573,4.247207488,10.99234541
33,30,9,27,3.053259089,4.349347227,12.06480283
30,23,5,25,2.855339161,3.687229082,14.32815401
31,30,7,29,3.505492049,4.138909795,13.21606482
35,21,11.5,22,1.705194459,4.394914295,9.922512359
30,17,7.5,24,2.202979,3.886181053,11.88369408
34,22,11,24,1.770525924,4.270945947,10.24305905
34,16,10,25,1.885107927,3.807031301,10.27527199
30,23,10.5,29,1.781963289,4.323370934,10.15904885
39,25,7,29,2.342562243,4.66725891,14.4682571
41,30,5.5,28,2.940686,3.739552331,17.66752895
35,19,5.5,23,2.447381755,3.880899372,14.35268076
39,28,8,20,2.707216685,4.862547215,14.88092318
33,22,11,21,1.893157267,4.351393546,10.263055
40,21,9.5,24,2.000514279,4.819177256,11.98212928
39,32,7.5,25,3.257710317,4.163269696,15.53014442
37,16,10,22,2.081385976,4.134961589,10.49910658
38,18,9.5,27,1.949077351,4.446251608,11.01547442
38,18,7,26,2.285602729,4.433178425,13.0616825
31,24,9.5,23,2.325050251,4.123570527,11.23198926
34,20,8.5,26,2.063400437,4.293425423,11.83462846
40,20,6.5,21,2.364970045,4.389256597,14.78300769
36,26,8,27,2.460648172,4.465271727,13.27766469
41,19,7,20,2.365673502,4.66777052,14.31187637
30,27,6,26,3.275319856,3.704768041,13.85486623
41,24,5.5,30,2.363642915,4.617324748,15.99138054
40,21,8,21,2.23786295,4.782499958,13.61554278
41,31,5.5,22,3.178360946,3.453050412,18.65905716
41,26,11.5,29,1.626511497,5.242454526,10.74196411
40,27,11,26,1.932429802,5.234585808,11.39145462
41,32,6,22,3.303258954,3.656915283,18.27406702
32,22,5,29,2.576945134,4.557400856,14.24835345
32,22,11,21,1.906864312,4.224342166,10.16923261
40,23,11.5,25,1.661603709,5.015633346,10.45370814
34,28,11.5,27,2.118465144,4.64453861,10.00017403
37,30,11.5,30,2.126503593,5.077975633,10.41137077
38,22,7.5,28,2.178721522,4.666452097,13.34132276
32,16,9,23,2.049609181,3.743578153,10.95523835
36,20,6,22,2.426742622,3.958277086,14.41972403
33,22,6,24,2.553891556,3.871379599,14.07472466
40,24,7.5,27,2.246498913,4.648053626,14.18764342
30,20,10.5,25,1.744503942,3.786543474,10.17123879
30,26,5.5,25,3.204701842,3.534872643,14.26061032
39,23,5,26,2.475103416,3.958368043,16.22356447
34,25,11.5,25,1.848052413,4.475698537,9.985286837
30,24,6,30,2.7015787,4.760459565,13.30940255
41,26,8,22,2.379774621,4.902038821,14.81080332
30,21,6.5,25,2.487060973,3.997743605,12.97545881
33,18,9.5,29,1.757703287,4.373469056,10.66722924
33,25,7.5,22,2.704726378,4.008883341,13.36932675
34,28,8,23,2.953674558,4.143254087,13.36470458
33,25,9.5,23,2.35951273,4.340492993,11.5939344
41,22,8.5,28,2.037885144,4.907894523,12.90248807
30,21,7.5,30,2.170763352,4.884370004,12.00110317
41,32,5,23,3.367593707,2.999858149,19.33541751
31,18,9.5,24,1.912569444,3.801776566,10.76918954
34,25,6.5,20,2.815594782,3.838850068,14.65244913
41,19,5.5,21,2.435815192,4.186761728,15.63040802
38,28,9,21,2.612518377,4.992864149,13.4915031
31,24,11.5,26,1.773715546,4.089836905,9.627984837
39,25,9,25,2.178967709,4.795512409,12.93693523
38,19,11,27,1.664629885,4.353176815,10.03023302
36,16,10.5,21,1.997084628,4.050303994,10.14290051
39,21,9,27,1.985339775,4.708527011,12.07800252
39,17,7.5,26,2.30125595,4.477627164,12.51966823
31,18,7,30,2.108896106,4.986245266,12.08423255
41,21,11.5,26,1.636853448,4.86521451,10.16998831
39,18,8,30,2.102088434,4.945407403,12.03727347
36,30,5.5,28,3.332164666,3.6144789,16.10465762
32,27,10.5,22,2.510844599,4.482272953,10.71889661
31,27,7,30,2.91366076,4.586790428,12.98165776
34,27,8.5,26,2.630570257,4.341294043,12.60947007
41,20,10,28,1.850488193,4.835602914,11.15225853
39,29,8,30,2.572417544,4.781365798,14.09285409
41,18,5,29,2.439131637,4.745262732,14.83661858
40,19,5.5,25,2.406178929,4.23606387,14.99145262
34,22,7,26,2.360782168,4.247074915,13.28380305
40,23,11.5,23,1.728548893,5.212960469,10.56954393
40,20,8.5,20,2.211494188,4.937286267,13.00501055
39,16,7,20,2.489798667,4.348101206,13.20030314
40,17,6.5,30,2.348681745,5.029816241,13.05743382
33,17,10.5,20,1.904580219,3.897499356,10.22144146
32,16,7,28,2.184741663,4.546018745,11.97298015
32,32,6,30,3.983976338,3.853460635,14.41739635
33,26,8.5,25,2.584224298,4.241703987,12.39760202
37,23,11,30,1.561727442,4.765040287,10.33491012
38,22,9.5,23,2.03720384,4.714813307,11.98141314
37,21,7,24,2.310936461,4.261609122,13.75956346
37,24,9,20,2.29645658,4.873816019,12.80632983
32,24,9,21,2.442920734,4.224010089,11.88281247
30,20,5.5,24,2.5597097,3.812379468,13.63329965
41,20,8,27,2.144174265,4.767647837,12.97653018
36,21,5.5,23,2.478685665,3.852979377,14.97450231
38,25,6,26,2.555626276,4.074398599,15.49505358
36,17,6.5,22,2.40194101,4.042936806,13.33119068
32,18,10.5,26,1.666222803,3.804306808,10.09603697
32,30,9.5,22,3.229680748,4.364047857,11.66970944
41,29,6.5,30,2.664759818,4.458472949,16.14064842
32,19,11.5,24,1.55493626,3.678577053,9.563394269
34,22,6.5,23,2.490563987,3.941829295,13.93148482
32,30,10.5,30,2.654452819,4.69870324,10.40254331
37,23,6,30,2.36515704,4.75871552,14.47279576
39,27,8.5,21,2.515182058,4.938988682,14.09797569
39,30,10.5,23,2.515996746,5.393734873,12.23801419
41,26,7.5,27,2.334606294,4.658444736,14.81715162
32,28,5.5,20,3.498573223,3.11640853,15.44326283
33,22,9,29,1.968139194,4.604333832,11.42978373
33,19,11,21,1.781193615,4.016793941,10.03283795
41,30,6,25,2.947646342,3.784836854,17.48643804
35,21,7,25,2.316667719,4.211495289,13.35711876
37,21,7.5,21,2.315200621,4.366549964,13.57996377
37,17,11,24,1.810631614,4.048417592,9.826049672
41,31,11.5,28,2.159955993,5.514422928,11.3651526
39,19,7,29,2.209447864,4.83063067,13.15529227
33,26,7.5,26,2.712330826,4.152385722,13.18216931
32,32,5.5,20,4.337206467,2.719768579,15.83656432
36,18,6,23,2.406009046,4.023801584,13.87557243
32,24,9.5,26,2.176559568,4.278527118,11.2342954
32,28,6.5,27,3.196347417,3.909516665,13.92430714
37,25,9.5,25,2.155624004,4.681574794,12.12675494
41,32,10.5,20,2.778704347,6.261628788,13.19132244
41,27,8.5,21,2.420795969,5.191145275,14.57573982
41,27,9.5,24,2.218220137,5.204471771,13.24284863
36,31,7.5,23,3.387066574,4.008458126,14.68832637
40,22,7.5,27,2.18594561,4.672869563,13.7511591
31,29,6.5,25,3.52295876,3.565244203,13.89977858
30,31,11,26,3.089903994,4.339177714,9.719601563
30,22,11.5,28,1.50734963,3.951702639,9.512056199
39,24,11,27,1.71913947,4.898755869,10.81225211
31,17,10.5,26,1.644508736,3.635429597,9.996786092
38,25,5.5,27,2.583452279,4.035732251,15.864427
36,17,9.5,27,1.928017752,4.234902028,10.73666267
34,18,11,22,1.760237639,3.936945559,9.945896394
41,20,7,28,2.228369873,4.764457907,13.77039996
32,18,5,28,2.407052803,4.611371222,13.63805314
35,21,10,28,1.76737799,4.457572909,10.82234817
41,32,9,27,2.817576545,4.904986852,14.26245884
33,22,7.5,21,2.448981683,4.032712395,13.07725485
31,29,7.5,26,3.330503523,3.916553967,12.94714919
30,22,11,24,1.813910763,3.868790727,9.920767357
30,24,10,21,2.342640056,4.121556948,10.78581739
30,17,7,28,2.152583213,4.548284256,11.98619116
39,22,10.5,26,1.786322482,4.762977296,11.02775963
35,26,9.5,20,2.481347482,4.818017646,12.20574471
37,23,8.5,27,2.121210651,4.603032636,12.58599227
37,21,11.5,25,1.608181504,4.433390453,9.940865551
34,24,5,29,2.675380364,4.329462218,14.98427065
41,30,8,28,2.647818873,4.681542952,14.95069894
37,22,5.5,27,2.430374347,4.230798257,14.9908078
40,24,9.5,29,1.90833398,5.009217418,12.15686448
37,29,9,26,2.655881881,4.624841795,12.97712607
38,25,5,23,2.682690318,3.54170681,16.80365506
32,31,5,21,4.136320571,2.563961049,16.15443475
38,21,7.5,26,2.205503793,4.492480355,13.31139713
35,18,7.5,30,2.081048413,4.914863676,12.07829575
30,30,6.5,25,3.821476135,3.442377264,13.68158603
40,27,6.5,27,2.57128021,4.263960606,15.80012709
38,29,6.5,22,3.033629976,3.89887091,16.16402356
39,16,9.5,25,2.155378365,4.295927415,10.78356261
36,27,9.5,29,2.243399001,4.789141817,11.90832349
31,19,7.5,21,2.328583858,3.831431985,12.39785177
32,30,6,22,3.784015924,3.169362836,14.97966839
36,29,5,24,3.299948885,3.108825949,16.89268684
40,26,10,23,2.124270712,5.247103494,12.45880649
38,17,6.5,28,2.334695103,4.658653857,13.03531829
36,26,6,29,2.67563686,4.33814398,14.90623279
41,28,9.5,27,2.220702085,5.098743634,13.14638806
38,18,5,23,2.471544495,3.934029955,15.02305007
32,20,11,20,1.837481715,4.105927473,10.08168567
40,25,5.5,23,2.554781252,3.861975573,16.83174648
38,18,10.5,25,1.852133518,4.307605571,10.35691161
41,21,11,25,1.755791751,4.937004212,10.67339855
38,24,10,23,2.043108613,4.891763967,11.83193946
38,26,6,26,2.644783856,4.005691302,15.69611199
39,29,7.5,22,2.852992422,4.435448345,15.38363113
40,31,6.5,30,3.007466187,4.231175854,16.22736442
32,19,10,24,1.850244425,3.899502132,10.58082479
34,32,6.5,29,3.741439326,3.837173091,14.63964986
31,21,5,30,2.505273759,4.937410072,13.83576242
39,22,6.5,20,2.405622879,4.348692414,15.19902117
32,22,6,30,2.427846514,4.867899236,13.4246809
35,24,10,20,2.20541126,4.810948883,11.55846845
35,29,8.5,28,2.795669078,4.484738456,12.84862212
38,21,9,21,2.13461803,4.73799167,12.39581501
38,22,11.5,20,1.800875471,5.235551625,10.38321196
31,29,8.5,29,3.024708536,4.435960174,11.91297802
32,16,7,30,2.125203411,4.983704415,11.85507501
33,16,6.5,23,2.376190075,3.91883371,12.71106009
37,30,6,27,3.216236106,3.704522897,16.0105327
37,29,6.5,23,3.089571425,3.799461624,15.76257687
33,24,10.5,24,2.031039963,4.330933867,10.66461006
38,19,7,20,2.356716791,4.362806315,13.83589653
36,28,11,25,2.227665631,4.868782151,10.85944751
38,27,5,26,2.841463319,3.565573401,16.88942183
32,30,11,30,2.530561499,4.701372994,9.986188175
35,22,9.5,20,2.153087584,4.605380306,11.76959312
36,28,5.5,21,3.150125432,3.374155472,16.5449367
41,24,9,26,2.060937975,4.949338516,13.02406918
36,21,7.5,25,2.244204217,4.316318845,13.09752633
37,27,11,29,1.90103745,4.915555632,10.7426587
40,27,5.5,27,2.666917935,3.920039599,16.82623314
36,32,9.5,28,3.068432476,4.645067471,12.33196564
36,19,9.5,30,1.775593062,4.690793185,10.89480716
37,30,8,30,2.839101709,4.641166472,13.73235102
33,25,6,22,2.885827103,3.60035525,14.69118007
32,20,10,30,1.636774707,4.494236366,10.45290866
38,27,5,21,2.907974497,3.354469204,17.4838292
34,20,5.5,22,2.501106228,3.7445769,14.48189361
38,20,9,28,1.949075006,4.66711885,11.71476643
33,28,8.5,25,2.872895037,4.210867875,12.53984366
30,28,6.5,24,3.445569639,3.521460039,13.65095136
39,20,8.5,26,2.084567877,4.610320407,12.38126541
41,29,10.5,24,2.250583177,5.520902213,12.49274861
35,20,7,30,2.155777868,4.933893347,12.79648388
33,18,7,24,2.285719882,4.038887476,12.65061448
32,21,7,25,2.371599436,4.088588571,12.90609026
33,27,9.5,30,2.329992884,4.751408707,11.34477579
36,18,8,27,2.115694207,4.44166968,12.00512426
32,27,6.5,23,3.14729162,3.61797815,14.15335119
36,21,7.5,28,2.166556677,4.602227136,12.86533029
33,19,11.5,30,1.304030828,4.062407155,9.45023001
36,16,5.5,25,2.471390262,4.172572116,13.59512143
38,22,5,27,2.447268285,4.140037626,15.63834303
34,29,6,25,3.338429206,3.51229563,15.19399735
34,16,5,25,2.478356451,4.107634145,13.72354178
41,26,7,26,2.411224611,4.476583671,15.43181151
31,28,9.5,27,2.725982661,4.326983596,11.17485762
35,29,9,26,2.779398854,4.465453834,12.5254882
33,29,6.5,25,3.355284873,3.642166601,14.44104735
37,23,8,28,2.164680151,4.653606868,12.93768175
31,32,9.5,30,3.393037598,4.541623883,11.01661902
32,26,7.5,20,2.942524664,3.960497161,13.39679725
37,30,6.5,20,3.307549618,3.857570933,16.22830362
30,16,11,26,1.522611706,3.314998082,9.642000747
31,31,6.5,22,4.037408174,3.230240495,14.26134931
30,30,8,29,3.403020518,4.293796103,12.12353343
32,20,9.5,29,1.779700223,4.441323127,10.81708934
34,26,8.5,25,2.535800736,4.309750385,12.58788466
31,20,6,25,2.457489214,4.012498715,13.35650655
33,31,9,26,3.291302542,4.266835625,12.16026571
39,24,11,24,1.825231076,5.037028533,10.98973879
35,20,7.5,20,2.334295354,4.203838502,13.15722568
40,32,8,28,3.019297524,4.495983445,14.97818531
34,17,8.5,20,2.211113626,4.05747443,11.73115333
41,18,8.5,23,2.249685367,4.687993094,12.38537005
36,18,5.5,27,2.382419966,4.412315872,13.90340927
34,30,6.5,23,3.508995695,3.518545888,15.00466009
30,25,11.5,25,1.966254649,4.063702571,9.549425171
41,32,8,22,3.093552522,4.771040102,15.91123202
41,22,9.5,20,2.090019397,5.413183691,12.63876612
40,17,8,29,2.21424422,4.810593827,11.95632944
36,21,8.5,24,2.139503668,4.36834869,12.34370482
33,17,8,23,2.19038846,3.949034113,11.8370143
30,26,7,24,3.027863258,3.764022983,13.10521712
39,25,7.5,21,2.456187563,4.594797404,14.76189105
36,26,6.5,25,2.714998126,3.990148978,14.82769798
40,22,11.5,28,1.540135179,4.807854145,10.14129099
40,20,5.5,30,2.317917902,4.886908296,14.72272293
39,23,6.5,25,2.370926266,4.285329933,14.91512174
37,18,5,29,2.393296047,4.75829854,14.23922381
30,18,9.5,24,1.904008013,3.732583149,10.7185781
35,20,7.5,22,2.295007896,4.151413271,13.00594791
40,21,7,29,2.190451241,4.834502756,13.77497726
38,28,6.5,21,2.913125718,4.005632448,16.09717157
33,27,10,27,2.357121768,4.481306519,11.08256674
35,16,5,29,2.426643305,4.88702225,13.48083995
34,26,5.5,24,2.960834378,3.526754597,15.3520565
33,26,9,27,2.42219184,4.415476044,11.8590618
33,32,9.5,22,3.563198279,4.459888162,11.95521267
35,16,6,27,2.379215289,4.461259307,12.94878188
31,28,9,27,2.82923885,4.285467893,11.58471579
31,21,9.5,20,2.165582709,4.074530966,11.17637595
34,25,11.5,21,2.012605387,4.799360174,10.13452903
36,31,6,27,3.480280999,3.561549048,15.8436358
31,30,8,21,3.61877888,3.873107132,12.87381846
34,16,8,20,2.294873776,3.969847961,11.92518097
34,27,6,25,3.020184874,3.687584927,14.94145827
30,28,11.5,29,2.207241538,4.407911492,9.38046889
39,27,6.5,21,2.730833194,4.149558106,16.19135211
35,29,11,26,2.377887615,4.767495588,10.67760657
34,29,10,28,2.563117921,4.626016548,11.28640897
39,21,9.5,22,2.044995183,4.834797388,12.00655871
32,16,8,23,2.190354488,3.834912858,11.61111751
33,19,11,23,1.709012558,3.890239873,9.969571743
39,19,6,30,2.287540203,4.970312882,13.88038627
33,16,5.5,28,2.370554733,4.674513271,13.01793932
34,31,6,29,3.604288676,3.797036195,15.03223632
37,26,5,25,2.806114778,3.539408493,16.51805516
37,26,9.5,28,2.139559477,4.774807823,12.04356365
31,17,10,24,1.817031029,3.640256015,10.35773942
37,30,9,24,2.87412107,4.640911815,13.23235186
37,24,8.5,26,2.209164661,4.557141735,12.81343441
37,22,11,27,1.649792595,4.544262354,10.36819001
31,28,8.5,29,2.843852541,4.47913663,11.88658568
34,26,11.5,27,1.862439892,4.528171671,9.950542582
38,21,10,28,1.787413257,4.664657693,11.07533318
41,18,6.5,29,2.334156031,4.87226058,13.55283586
41,27,6,24,2.618122213,4.013681544,16.93972243
32,22,9,27,2.059464539,4.318866827,11.42008342
33,28,6,23,3.29651877,3.430624763,14.98096064
40,21,9.5,26,1.948114741,4.778133012,11.83316146
34,26,5,27,2.947234871,3.738074646,15.5096379
41,28,11,24,2.058892667,5.588611527,11.83591283
41,29,10,20,2.443960938,5.956788893,13.36602074
31,24,11.5,30,1.570059357,4.364704013,9.543186065
34,16,5.5,21,2.496887188,3.766740838,13.70666516
40,19,9.5,30,1.875814872,4.885393021,11.14547121
37,16,9.5,26,2.045387817,4.158488684,10.64810529
32,19,7.5,27,2.15692131,4.351848177,12.15468713
30,16,6.5,24,2.323419364,3.921664225,12.37675957
41,24,5,29,2.418725894,4.320333202,16.59882058
33,23,11.5,29,1.510112213,4.323032276,9.686692675
35,29,8,30,2.809356519,4.635103311,13.15750359
39,24,6.5,24,2.437512272,4.214562972,15.24099187
41,20,11,29,1.650440816,4.784343636,10.24224771
35,30,11.5,21,2.641390435,5.334131978,10.47912879
41,18,11.5,30,1.625477697,4.528832693,9.408508964
38,22,11.5,30,1.432522264,4.69271136,9.901089314
37,22,11.5,23,1.701670837,4.682074337,10.14233611
39,26,10,20,2.237912261,5.501284313,12.49641666
37,32,6.5,24,3.594497515,3.553898229,16.08484047
37,17,11,21,1.901862622,4.278528317,9.960053978
36,31,7.5,30,3.168383448,4.418497826,14.06191174
41,30,9.5,21,2.616112416,5.614396782,13.98248029
34,23,6.5,20,2.62096252,3.894424715,14.3465988
35,21,8,30,2.038249489,4.878864024,12.20991205
40,26,7.5,24,2.436362073,4.53567818,14.893286
30,30,7,27,3.669588896,3.811424896,13.09890037
36,18,9.5,28,1.863136917,4.393478466,10.8471896
37,28,10.5,20,2.454848939,5.443400648,11.822634
31,28,7.5,21,3.307275032,3.785533885,13.23778928
35,25,6,26,2.691708639,3.96986743,14.7961866
36,21,8,22,2.252574476,4.327645193,12.90780086
